"12:00 A","12:02 A","12:03 A","12:06 A","12:08 A","12:10 A","12:12 A","12:15 A","12:16 A","12:22 A","&gt;","12:25 A","12:26 A"
"12:45 A","12:47 A","12:48 A","12:51 A","12:53 A","12:55 A","12:57 A","1:00 A","1:01 A","1:07 A","&gt;","1:10 A","1:11 A"
"1:30 A","1:32 A","1:33 A","1:36 A","1:38 A","1:40 A","1:42 A","1:45 A","1:46 A","1:52 A","&gt;","1:55 A","1:56 A"
"2:15 A","2:17 A","2:18 A","2:21 A","2:23 A","2:25 A","2:27 A","2:30 A","2:31 A","2:37 A","&gt;","2:40 A","2:41 A"
"3:00 A","3:02 A","3:03 A","3:06 A","3:08 A","3:10 A","3:12 A","3:15 A","3:16 A","3:22 A","&gt;","3:25 A","3:26 A"
"3:45 A","3:47 A","3:48 A","3:51 A","3:53 A","3:55 A","3:57 A","4:00 A","4:01 A","4:07 A","&gt;","4:10 A","4:11 A"
"4:30 A","4:32 A","4:33 A","4:36 A","4:38 A","4:40 A","4:42 A","4:45 A","4:46 A","4:52 A","4:54 A","4:55 A","4:56 A"
"5:00 A","5:02 A","5:03 A","5:06 A","5:08 A","5:10 A","5:12 A","5:15 A","5:16 A","5:22 A","5:24 A","5:25 A","5:26 A"
"5:15 A","5:17 A","5:18 A","5:21 A","5:23 A","5:25 A","5:27 A","5:30 A","5:31 A","5:37 A","5:39 A","5:40 A","5:41 A"
"5:30 A","5:32 A","5:33 A","5:36 A","5:38 A","5:40 A","5:42 A","5:45 A","5:46 A","5:52 A","5:54 A","5:55 A","5:56 A"
"5:45 A","5:47 A","5:48 A","5:51 A","5:53 A","5:55 A","5:57 A","6:00 A","6:01 A","6:07 A","6:09 A","6:10 A","6:11 A"
"5:55 A","5:57 A","5:58 A","6:01 A","6:03 A","6:05 A","6:07 A","6:10 A","6:11 A","6:17 A","6:19 A","6:20 A","6:21 A"
"6:07 A","6:09 A","6:10 A","6:13 A","6:15 A","6:17 A","6:19 A","6:22 A","6:23 A","6:29 A","6:31 A","6:32 A","6:33 A"
"6:19 A","6:21 A","6:22 A","6:25 A","6:27 A","6:29 A","6:31 A","6:34 A","6:35 A","6:41 A","6:43 A","6:44 A","6:45 A"
"6:30 A","6:32 A","6:33 A","6:36 A","6:38 A","6:40 A","6:42 A","6:45 A","6:46 A","6:52 A","6:54 A","6:55 A","6:56 A"
"6:40 A","6:42 A","6:43 A","6:46 A","6:48 A","6:50 A","6:52 A","6:55 A","6:56 A","7:02 A","7:04 A","7:05 A","7:06 A"
"6:49 A","6:51 A","6:52 A","6:55 A","6:57 A","6:59 A","7:01 A","7:04 A","7:05 A","7:11 A","7:13 A","7:14 A","7:15 A"
"6:56 A","6:58 A","6:59 A","7:02 A","7:04 A","7:06 A","7:08 A","7:11 A","7:12 A","7:18 A","7:20 A","7:21 A","7:22 A"
"7:02 A","7:04 A","7:05 A","7:08 A","7:10 A","7:12 A","7:14 A","7:17 A","7:18 A","7:24 A","7:26 A","7:27 A","7:28 A"
"7:07 A","7:09 A","7:10 A","7:13 A","7:15 A","7:17 A","7:19 A","7:22 A","7:23 A","7:29 A","7:31 A","7:32 A","7:33 A"
